negeri,kod_pusat,institusi,program,kod_noss,kategori,tahap,status,alamat,telefon,emel,idpb,utama,ptk
KELANTAN,K05518,SEKOLAH MENENGAH KEBANGSAAN CHETOK,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"17060 PASIR MAS, KELANTAN.",09-7941743,sekolah-3230@moe-dl.edu.my,10091,False,False
KELANTAN,K05518,SEKOLAH MENENGAH KEBANGSAAN CHETOK,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"17060 PASIR MAS, KELANTAN.",09-7941743,sekolah-3230@moe-dl.edu.my,10091,False,False
KELANTAN,K05667,SEKOLAH MENENGAH KEBANGSAAN DEWAN BETA,Juruteknik Tanaman,AF-010-2,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Sekat Pengambilan,"JLN DEWAN BETA, 15100 KOTA BHARU, KELANTAN",097125501,dea1138@moe.edu.my,208,False,False
KELANTAN,K05667,SEKOLAH MENENGAH KEBANGSAAN DEWAN BETA,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"JLN DEWAN BETA, 15100 KOTA BHARU, KELANTAN",097125501,dea1138@moe.edu.my,208,False,False
KELANTAN,K05667,SEKOLAH MENENGAH KEBANGSAAN DEWAN BETA,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"JLN DEWAN BETA, 15100 KOTA BHARU, KELANTAN",097125501,dea1138@moe.edu.my,208,False,False
KELANTAN,K05364,SEKOLAH MENENGAH KEBANGSAAN GETING,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Micro Credential,SKM Tahap 3,Aktif,"16080 PENGKALAN KUBOR, TUMPAT",09-7211169,dea6363@moe.edu.my,1762,False,False
KELANTAN,K05364,SEKOLAH MENENGAH KEBANGSAAN GETING,Pemasangan & Penyelenggaraan Elektrik-Satu Fasa,EE-320-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"16080 PENGKALAN KUBOR, TUMPAT",09-7211169,dea6363@moe.edu.my,1762,False,False
KELANTAN,K05364,SEKOLAH MENENGAH KEBANGSAAN GETING,Pemasangan dan Penyelenggaraan Elektrik Satu Fasa,F432-005-2:2019,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"16080 PENGKALAN KUBOR, TUMPAT",09-7211169,dea6363@moe.edu.my,1762,False,False
KELANTAN,K05377,SEKOLAH MENENGAH KEBANGSAAN GUAL PERIOK,Pembuatan Pakaian Wanita,TA-011-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"17200 RANTAU PANJANG, KELANTAN",09-7963752,Smkgprp@gmail.com,1799,False,False
KELANTAN,K05545,SEKOLAH MENENGAH KEBANGSAAN IPOH,Pemasangan & Penyelenggaraan Elektrik-Satu Fasa,EE-320-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,KAMPUNG GUAL IPOH 17500 TANAH MERAH,099502941,smkipoh@gmail.com,12392,False,False
KELANTAN,K05545,SEKOLAH MENENGAH KEBANGSAAN IPOH,Pemasangan dan Penyelenggaraan Elektrik Satu Fasa,F432-005-2:2019,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,KAMPUNG GUAL IPOH 17500 TANAH MERAH,099502941,smkipoh@gmail.com,12392,False,False
KELANTAN,K05670,SEKOLAH MENENGAH KEBANGSAAN KADOK,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM16 JLN KUALA KRAI 16450 KOTA BHARU, KELANTAN",097123071,dea1124@moe.edu.my,211,False,False
KELANTAN,K05670,SEKOLAH MENENGAH KEBANGSAAN KADOK,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"KM16 JLN KUALA KRAI 16450 KOTA BHARU, KELANTAN",097123071,dea1124@moe.edu.my,211,False,False
KELANTAN,K05670,SEKOLAH MENENGAH KEBANGSAAN KADOK,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"KM16 JLN KUALA KRAI 16450 KOTA BHARU, KELANTAN",097123071,dea1124@moe.edu.my,211,False,False
KELANTAN,K05483,SEKOLAH MENENGAH KEBANGSAAN KAMPONG LAUT,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"16040 PALEKBANG, TUMPAT, KELANTAN.",09-7196217,dea6359@gmail.com,8379,False,False
KELANTAN,K05483,SEKOLAH MENENGAH KEBANGSAAN KAMPONG LAUT,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"16040 PALEKBANG, TUMPAT, KELANTAN.",09-7196217,dea6359@gmail.com,8379,False,False
KELANTAN,K05409,SEKOLAH MENENGAH KEBANGSAAN KANDIS,Motosikal - Perkhidmatan Pembaikan,G454-001-2:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"6310 BACHOK, KELANTAN",09-7787298,SMKKANDIS@GMAIL.COM,7311,False,False
KELANTAN,K05409,SEKOLAH MENENGAH KEBANGSAAN KANDIS,Servis & Penyelenggaraan Motosikal,TP-118-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Sekat Pengambilan,"6310 BACHOK, KELANTAN",09-7787298,SMKKANDIS@GMAIL.COM,7311,False,False
KELANTAN,K05406,SEKOLAH MENENGAH KEBANGSAAN KEDONDONG,Juruteknik Tanaman,AF-010-2,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Sekat Pengambilan,"""17010 PASIR MAS, KELANTAN """,011-65733932,SMKKEDONDONG1@GMAIL.COM,7302,False,False
KELANTAN,K05406,SEKOLAH MENENGAH KEBANGSAAN KEDONDONG,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"""17010 PASIR MAS, KELANTAN """,011-65733932,SMKKEDONDONG1@GMAIL.COM,7302,False,False
KELANTAN,K05374,SEKOLAH MENENGAH KEBANGSAAN KEMAHANG,Pembuatan Pakaian Wanita,TA-011-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"17510 TANAH MERAH , KELANTAN",09-9581092,dea5420@moe.edu.my,1796,False,False
KELANTAN,K05492,SEKOLAH MENENGAH KEBANGSAAN KEROH,Pembuatan Pakaian Wanita,TA-011-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Sekat Pengambilan,"18000 KUALA KRAI, KELANTAN",09-9609227,smkkeroh2011@gmail.com,10271,False,False
KELANTAN,K05492,SEKOLAH MENENGAH KEBANGSAAN KEROH,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"18000 KUALA KRAI, KELANTAN",09-9609227,smkkeroh2011@gmail.com,10271,False,False
KELANTAN,K05417,SEKOLAH MENENGAH KEBANGSAAN KETEREH,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KOTA BHARU, KELANTAN",097886875,SMKKETERH1@GMAIL.COM,7254,False,False
KELANTAN,K05417,SEKOLAH MENENGAH KEBANGSAAN KETEREH,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"KOTA BHARU, KELANTAN",097886875,SMKKETERH1@GMAIL.COM,7254,False,False
KELANTAN,K05369,SEKOLAH MENENGAH KEBANGSAAN KOK LANAS,Juruteknik Akuakultur (Hatceri),AF-033-2,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,16450 KETEREH,09-7880430,SMKOKLANAS@GMAIL.COM,1767,False,False
KELANTAN,K05434,SEKOLAH MENENGAH KEBANGSAAN KUBANG KERIAN,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"JALAN PEREMPUAN ZAINAB II, 16150 KOTA BHARU, KELANTAN",097652046,DEA1129@moe.edu.my,7408,False,False
KELANTAN,K05434,SEKOLAH MENENGAH KEBANGSAAN KUBANG KERIAN,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"JALAN PEREMPUAN ZAINAB II, 16150 KOTA BHARU, KELANTAN",097652046,DEA1129@moe.edu.my,7408,False,False
KELANTAN,K05609,SEKOLAH MENENGAH KEBANGSAAN KUBANG KERIAN 2,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KG. CHICHA, 16150 KOTA BHARU, KELANTAN",097654726,dea1141@moe.edu.my,206,False,False
KELANTAN,K05609,SEKOLAH MENENGAH KEBANGSAAN KUBANG KERIAN 2,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"KG. CHICHA, 16150 KOTA BHARU, KELANTAN",097654726,dea1141@moe.edu.my,206,False,False
KELANTAN,K05379,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,"Pemasangan dan Penyelenggaraan Satu Fasa Penyamanan Udara, Pengudaraan, Pemanasan (HVAC)",F432-007-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"BERIS KUBUR BESAR, 16350 BACHOK, KELANTAN",09-7788358,LONGYUNUS@HOTMAIL.COM,1802,False,False
KELANTAN,K05379,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,"Peralatan Penyamanan Udara HVAC -Satu Fasa (Pemasangan, Servis, Troubleshooting & Pembaikpulihan)",ME-020-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"BERIS KUBUR BESAR, 16350 BACHOK, KELANTAN",09-7788358,LONGYUNUS@HOTMAIL.COM,1802,False,False
KELANTAN,K05549,SEKOLAH MENENGAH KEBANGSAAN MENGKEBANG,Automotif-Servis Selepas Jualan,TP-300-2:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,PETI SURAT 32 SEK.MEN KEB MENGKEBANG 18000 KUALA KRAI KELANTAN,099609328,smkmengkebang@gmail.com,12398,False,False
KELANTAN,K05549,SEKOLAH MENENGAH KEBANGSAAN MENGKEBANG,PERKHIDMATAN PEMBAIKAN – KENDERAAN RINGAN,G452-002-2:2018,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,PETI SURAT 32 SEK.MEN KEB MENGKEBANG 18000 KUALA KRAI KELANTAN,099609328,smkmengkebang@gmail.com,12398,False,False
KELANTAN,K05345,SEKOLAH MENENGAH KEBANGSAAN MULONG,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"16010 KOTA BHARU, KELANTAN",09-7126232,dea1131@moe.edu.my,1736,False,False
KELANTAN,K05345,SEKOLAH MENENGAH KEBANGSAAN MULONG,Perkhidmatan Estetik,MP-060-2:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"16010 KOTA BHARU, KELANTAN",09-7126232,dea1131@moe.edu.my,1736,False,False
KELANTAN,K05345,SEKOLAH MENENGAH KEBANGSAAN MULONG,Perkhidmatan Terapi Kecantikan,S960-002-2:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"16010 KOTA BHARU, KELANTAN",09-7126232,dea1131@moe.edu.my,1736,False,False
KELANTAN,K05480,SEKOLAH MENENGAH KEBANGSAAN PADANG PAK AMAT,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"16800 PASIR PUTEH, KELANTAN.",09-7520017,azhars99@yahoo.com,7777,False,False
KELANTAN,K05480,SEKOLAH MENENGAH KEBANGSAAN PADANG PAK AMAT,Perkhidmatan Estetik,MP-060-2:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"16800 PASIR PUTEH, KELANTAN.",09-7520017,azhars99@yahoo.com,7777,False,False
KELANTAN,K05480,SEKOLAH MENENGAH KEBANGSAAN PADANG PAK AMAT,Perkhidmatan Terapi Kecantikan,S960-002-2:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"16800 PASIR PUTEH, KELANTAN.",09-7520017,azhars99@yahoo.com,7777,False,False
KELANTAN,K05546,SEKOLAH MENENGAH KEBANGSAAN PAHI,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Micro Credential,SKM Tahap 3,Aktif,"KM 9, LEBUHRAYA KUALA KRAI-GUA MUSANG",099609600,DEA7419@moe.edu.my,12395,False,False
KELANTAN,K05546,SEKOLAH MENENGAH KEBANGSAAN PAHI,Pembuatan Pakaian Wanita,TA-011-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"KM 9, LEBUHRAYA KUALA KRAI-GUA MUSANG",099609600,DEA7419@moe.edu.my,12395,False,False
KELANTAN,K05666,SEKOLAH MENENGAH KEBANGSAAN PANGKAL MELERET,Pembuatan Pakaian Wanita,TA-011-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"JLN. LAMA , T. MERAH, CHEKOK TOKCHUBA, 18500 MACHANG, KELANTAN",09-9774648,dea2187@moe.edu.my,207,False,False
KELANTAN,K05727,SEKOLAH MENENGAH KEBANGSAAN PANJI,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN RAJA PEREMPUAN ZAINAB II, KOTA BHARU",097737161,dea1137@moe.edu.my,12732,False,False
KELANTAN,K05726,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN CHEPA 2,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN MAKTAB PERGURUAN KOTA BHARU, TAMAN ORKID, 16100 KOTA BAHRU, KELANTAN",097747043,dea1146@moe.gov.my,12756,False,False
KELANTAN,K05356,SEKOLAH MENENGAH KEBANGSAAN PUTERI,Pembuatan Pakaian Wanita,TA-011-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"KOMPLEKS SEKOLAH-SEKOLAH, 15300 KOTA BHARU",09-7419712,DEA1135@moe.edu.my,1751,False,False
KELANTAN,K05423,SEKOLAH MENENGAH KEBANGSAAN RAJA SAKTI,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KOTA JEMBAL 16150 KOTA BHARU, KELANTAN",097652357,DEA1125@1BESTARINET.YES.MY,7272,False,False
KELANTAN,K05423,SEKOLAH MENENGAH KEBANGSAAN RAJA SAKTI,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"KOTA JEMBAL 16150 KOTA BHARU, KELANTAN",097652357,DEA1125@1BESTARINET.YES.MY,7272,False,False
KELANTAN,K05800,SEKOLAH MENENGAH KEBANGSAAN SERI AMAN,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,JALAN KOBENA,097855200,dea4297@moe.edu.my,13137,False,False
KELANTAN,K05523,SEKOLAH MENENGAH KEBANGSAAN SRI KIAMBANG,Juruteknik Tanaman,AF-010-2,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Sekat Pengambilan,"17070 PASIR MAS, KELANTAN.",09-7907586,dea3422@1bestarinet.yes.com,10207,False,False
KELANTAN,K05523,SEKOLAH MENENGAH KEBANGSAAN SRI KIAMBANG,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"17070 PASIR MAS, KELANTAN.",09-7907586,dea3422@1bestarinet.yes.com,10207,False,False
KELANTAN,K05523,SEKOLAH MENENGAH KEBANGSAAN SRI KIAMBANG,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"17070 PASIR MAS, KELANTAN.",09-7907586,dea3422@1bestarinet.yes.com,10207,False,False
KELANTAN,K05669,SEKOLAH MENENGAH KEBANGSAAN SULTAN YAHYA PETRA 1,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"JALAN KEM, 18000 KUALA KRAI, KELANTAN",09-9666077,umrahpercuma2016@gmail.com,210,False,False
KELANTAN,K05669,SEKOLAH MENENGAH KEBANGSAAN SULTAN YAHYA PETRA 1,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"JALAN KEM, 18000 KUALA KRAI, KELANTAN",09-9666077,umrahpercuma2016@gmail.com,210,False,False
KELANTAN,K05859,SEKOLAH MENENGAH KEBANGSAAN SULTAN YAHYA PETRA 2,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,JALAN REST HOUSE,099662201,dea7422@gmail.com,13232,False,False
KELANTAN,K05392,SEKOLAH MENENGAH KEBANGSAAN TAN SRI MOHAMED YAACOB,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"17510 BATU GAJAH, TANAH MERAH, KELANTAN",099581373,DEA5416@IBESTARINET.YES.MY,7017,False,False
KELANTAN,K05392,SEKOLAH MENENGAH KEBANGSAAN TAN SRI MOHAMED YAACOB,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"17510 BATU GAJAH, TANAH MERAH, KELANTAN",099581373,DEA5416@IBESTARINET.YES.MY,7017,False,False
KELANTAN,K05392,SEKOLAH MENENGAH KEBANGSAAN TAN SRI MOHAMED YAACOB,"Refleksologi Kaki, Tangan dan Telinga",MP-080-3:2011,Program Micro Credential,SKM Tahap 3,Aktif,"17510 BATU GAJAH, TANAH MERAH, KELANTAN",099581373,DEA5416@IBESTARINET.YES.MY,7017,False,True
KELANTAN,K05371,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH (1),Operasi Pembuatan Perabot,RB-050-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,17500 TANAH MERAH,09-9556167,dea5417@moe.edu.my,1793,False,False
KELANTAN,K05372,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH (2),Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN ISMAIL PETRA, 17500 TANAH MERAH, KELANTAN",09-9558701,ctmariam76sue@gmail.com,1794,False,False
KELANTAN,K05372,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH (2),Perkhidmatan Estetik,MP-060-2:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"JALAN ISMAIL PETRA, 17500 TANAH MERAH, KELANTAN",09-9558701,ctmariam76sue@gmail.com,1794,False,False
KELANTAN,K05372,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH (2),Perkhidmatan Terapi Kecantikan,S960-002-2:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"JALAN ISMAIL PETRA, 17500 TANAH MERAH, KELANTAN",09-9558701,ctmariam76sue@gmail.com,1794,False,False
KELANTAN,K05668,SEKOLAH MENENGAH KEBANGSAAN TOK JANGGUT,"Pemasangan dan Penyelenggaraan Satu Fasa Penyamanan Udara, Pengudaraan, Pemanasan (HVAC)",F432-007-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"JLN PASIR PUTIH-KOTA BHARU, 16800 PASIR PUTIH, KELANTAN",09-7866334,dea4287@moe.edu.my,209,False,False
KELANTAN,K05668,SEKOLAH MENENGAH KEBANGSAAN TOK JANGGUT,"Peralatan Penyamanan Udara HVAC -Satu Fasa (Pemasangan, Servis, Troubleshooting & Pembaikpulihan)",ME-020-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"JLN PASIR PUTIH-KOTA BHARU, 16800 PASIR PUTIH, KELANTAN",09-7866334,dea4287@moe.edu.my,209,False,False
KELANTAN,K05368,SEKOLAH MENENGAH KEBANGSAAN WAKAF BHARU,Pembuatan Pakaian Wanita,TA-011-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,16250 TUMPAT,09-7196168,SMKWB07@GMAIL.COM,1766,False,False
KELANTAN,K05872,SMK BAROH PIAL,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,KG. BUKIT TANDAK 17200 RANTAU PANJANG,097954380,smkbarohpial@gmail.com,13511,False,False
KELANTAN,K05595,SMK BELIMBING,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Micro Credential,SKM Tahap 3,Aktif,"KM 8, JALAN TANAH MERAH -PASIR MAS 17500 TANAH MERAH, KELANTAN",099555403,smkbelimbing@gmail.com,12835,False,False
KELANTAN,K05557,SMK CHERANG RUKU,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Micro Credential,SKM Tahap 3,Aktif,16700 Pasir Puteh Kelantan,096912275,dea4294@moe.edu.my,12739,False,False
KELANTAN,K05557,SMK CHERANG RUKU,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,16700 Pasir Puteh Kelantan,096912275,dea4294@moe.edu.my,12739,False,False
KELANTAN,K05558,SMK ISMAIL PETRA,Pembuatan Pakaian Wanita,TA-011-1:2012,Program Micro Credential,SKM Tahap 1,Aktif,"KOMPLEKS SEKOLAH-SEKOLAH WAKAF MEK ZAINAB, JALAN KOMPLEKS, BANDAR KOTA BHARU",097481848,smkismailpetra@gmail.com,12742,False,False
KELANTAN,K05558,SMK ISMAIL PETRA,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"KOMPLEKS SEKOLAH-SEKOLAH WAKAF MEK ZAINAB, JALAN KOMPLEKS, BANDAR KOTA BHARU",097481848,smkismailpetra@gmail.com,12742,False,False
KELANTAN,K05865,SMK KEDAI BULOH,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"SMK KEDAI BULOH, 15350 KOTA BHARU, KELANTAN",097741904,smkbuloh@gmail.com,13173,False,False
KELANTAN,K05860,SMK KUALA BALAH,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"KM. 35, KG TG ABDUL RAHMAN, JLN JELI-DABONG, KUALA BALAH, Kelantan",099361044,dea9003@1bestarinet.yes.my,13181,False,False
KELANTAN,K05559,SMK KUALA KRAI,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,18000 KUALA KRAI KELANTAN.,09-9602291,tfeiily.tf@gmail.com,13093,False,False
KELANTAN,K05693,SMK KUTAN,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"KAMPUNG KUTAN, 16250 WAKAF BHARU, KELANTAN.",09-7181037,smkkutan@gmail.com,12828,False,False
KELANTAN,K05858,SMK LALOH,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Micro Credential,SKM Tahap 3,Aktif,KAMPUNG LALOH 18000 KUALA KRAI KELANTAN,099668221,dea7420@1bestarinet.yes.my,13272,False,False
KELANTAN,K05866,SMK MELOR,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,HADAPAN PETRONAS KG MELOR JLN PASIR PUTEH 16400 KOTA BHARU KELANTAN,09-7835320,dee1130@moe.edu.my,13515,False,False
KELANTAN,K05591,SMK MERANTI,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,KAMPUNG MERANTI 17010 PASIR MAS KELANTAN,097976327,ppkismkmeranti@gmail.com,12731,False,False
KELANTAN,K05799,SMK SERI INTAN,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"KAMPUNG PEK,",09-9765945,dea2188@moe.edu.my,13512,False,False
KELANTAN,K05864,SMK TANJONG MAS,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,TAMAN UDA MURNI 15400 KOTA BHARU KELANTAN,097713962,mahpuzah-dea1122@edidik.edu.my,13165,False,False
KELANTAN,L02781,UNITAR COLLEGE KOTA BHARU,Pentadbiran Pejabat,N821-001-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"NO. 5-8, VISTA SQUARE JALAN SRI CEMERLANG 15350 KOTA BHARU KELANTAN",09-7437677,hasidah.mamat@unitar.my,13439,False,False
PAHANG,K16009,AKADEMI PEMBANGUNAN KEMAHIRAN USIM KUALA LIPIS,Pentadbiran Pengajaran Dan Pendidikan Prasekolah,P854-009-4:2020,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Aktif,"LEVEL 5, BANGUNAN CENTREPOINT",01116901078,usim.tvetlipis@gmail.com,18867,False,False
PAHANG,K16009,AKADEMI PEMBANGUNAN KEMAHIRAN USIM KUALA LIPIS,Penyeliaan Pengasuhan dan Pendidikan Perkembangan Awal Kanak-Kanak,T982-001-4:2018,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Aktif,"LEVEL 5, BANGUNAN CENTREPOINT",01116901078,usim.tvetlipis@gmail.com,18867,False,False
PAHANG,L02778,DSH ACADEMY,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"A11, A13 & A15 Lorong Pandan Perdana 1/2, 25150 Kuantan, Pahang",09-5393762,dshacademy.official@gmail.com,13854,False,False
PAHANG,L02778,DSH ACADEMY,PENYEDIAAN DAN PENGHASILAN MAKANAN,I561-005-2:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"A11, A13 & A15 Lorong Pandan Perdana 1/2, 25150 Kuantan, Pahang",09-5393762,dshacademy.official@gmail.com,13854,False,False
PAHANG,L02896,EASTERN INTERNATIONAL TVET,PEMBUATAN PAKAIAN WANITA,C141-005-2:2021,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"B40, TINGKAT BAWAH, JALAN BANDAR GAMBANG 26, PUSAT KOMERSIAL BANDAR GAMBANG TUN RAZAK, 26300 KUANTAN, PAHANG",09-549 8048,easterninternational.im@gmail.com,18509,False,False
PAHANG,L02896,EASTERN INTERNATIONAL TVET,Pengurusan Pentadbiran,FB-025-4:2012,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Aktif,"B40, TINGKAT BAWAH, JALAN BANDAR GAMBANG 26, PUSAT KOMERSIAL BANDAR GAMBANG TUN RAZAK, 26300 KUANTAN, PAHANG",09-549 8048,easterninternational.im@gmail.com,18509,False,False
